date,amount,direction,description,counterparty,category,account,txn_id,balance
2022-09-12,1004,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00308,184732
2022-09-13,1114,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00309,185846
2022-09-14,753,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00310,186599
2022-09-15,843,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00311,187442
2022-09-16,1158,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00312,188600
2022-09-17,923,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00313,189523
2022-09-17,457,debit,Rent Payment,,Operating Expense,Checking Account,TX00314,189066
2022-09-18,1107,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00315,190173
2022-09-19,707,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00316,190880
2022-09-19,263,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00317,190617
2022-09-20,835,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00318,191452
2022-09-21,877,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00319,192329
2022-09-22,1056,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00320,193385
2022-09-23,891,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00321,194276
2022-09-24,1146,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00322,195422
2022-09-25,1116,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00323,196538
2022-09-26,1160,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00324,197698
2022-09-27,1112,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00325,198810
2022-09-27,134,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00326,198676
2022-09-28,1089,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00327,199765
2022-09-29,955,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00328,200720
2022-09-30,1108,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00329,201828
2022-10-01,1011,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00330,202839
2022-10-02,950,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00331,203789
2022-10-02,218,debit,Bakery Payment,,COGS,Checking Account,TX00332,203571
2022-10-03,1073,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00333,204644
2022-10-04,923,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00334,205567
2022-10-05,966,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00335,206533
2022-10-06,762,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00336,207295
2022-10-07,1014,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00337,208309
2022-10-08,1160,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00338,209469
2022-10-08,204,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00339,209265
2022-10-09,1084,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00340,210349
2022-10-09,410,debit,Rent Payment,,Operating Expense,Checking Account,TX00341,209939
2022-10-10,1164,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00342,211103
2022-10-11,832,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00343,211935
2022-10-12,1136,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00344,213071
2022-10-13,752,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00345,213823
2022-10-14,1157,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00346,214980
2022-10-15,784,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00347,215764
2022-10-16,1065,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00348,216829
2022-10-17,872,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00349,217701
2022-10-18,1145,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00350,218846
2022-10-19,1187,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00351,220033
2022-10-20,1047,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00352,221080
2022-10-21,738,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00353,221818
2022-10-22,861,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00354,222679
2022-10-23,958,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00355,223637
2022-10-24,967,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00356,224604
2022-10-25,935,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00357,225539
2022-10-26,921,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00358,226460
2022-10-27,1100,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00359,227560
2022-10-27,402,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00360,227158
2022-10-28,1040,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00361,228198
2022-10-29,774,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00362,228972
2022-10-30,1121,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00363,230093
2022-10-31,925,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00364,231018
2022-11-01,797,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00365,231815
2022-11-02,1034,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00366,232849
2022-11-03,1146,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00367,233995
2022-11-04,948,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00368,234943
2022-11-05,1171,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00369,236114
2022-11-06,729,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00370,236843
2022-11-07,750,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00371,237593
2022-11-08,984,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00372,238577
2022-11-08,283,debit,Bakery Payment,,COGS,Checking Account,TX00373,238294
2022-11-09,1029,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00374,239323
2022-11-10,1039,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00375,240362
2022-11-11,733,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00376,241095
2022-11-12,1149,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00377,242244
2022-11-13,934,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00378,243178
2022-11-14,1158,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00379,244336
2022-11-14,348,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00380,243988
2022-11-15,1073,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00381,245061
2022-11-16,1087,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00382,246148
2022-11-16,283,debit,Bakery Payment,,COGS,Checking Account,TX00383,245865
2022-11-17,894,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00384,246759
2022-11-18,854,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00385,247613
2022-11-19,1133,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00386,248746
2022-11-20,750,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00387,249496
2022-11-20,104,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00388,249392
2022-11-21,791,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00389,250183
2022-11-22,721,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00390,250904
2022-11-22,100,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00391,250804
2022-11-23,932,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00392,251736
2022-11-24,745,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00393,252481
2022-11-25,777,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00394,253258
2022-11-26,1110,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00395,254368
2022-11-26,348,debit,Bakery Payment,,COGS,Checking Account,TX00396,254020
2022-11-27,913,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00397,254933
2022-11-27,449,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00398,254484
2022-11-28,1018,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00399,255502
2022-11-29,1036,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00400,256538
2022-11-30,956,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00401,257494
2022-11-30,454,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00402,257040
2022-12-01,879,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00403,257919
2022-12-02,826,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00404,258745
2022-12-03,713,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00405,259458
2022-12-04,1170,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00406,260628
2022-12-05,1085,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00407,261713
2022-12-06,713,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00408,262426
2022-12-06,470,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00409,261956
2022-12-07,810,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00410,262766
2022-12-08,1062,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00411,263828
2022-12-09,1192,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00412,265020
2022-12-10,993,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00413,266013
2022-12-11,714,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00414,266727
2022-12-11,218,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00415,266509
2022-12-12,727,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00416,267236
2022-12-12,372,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00417,266864
2022-12-13,825,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00418,267689
2022-12-13,244,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00419,267445
2022-12-14,911,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00420,268356
2022-12-15,1093,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00421,269449
2022-12-16,808,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00422,270257
2022-12-17,927,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00423,271184
2022-12-18,733,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00424,271917
2022-12-19,1123,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00425,273040
2022-12-20,782,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00426,273822
2022-12-21,800,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00427,274622
2022-12-22,981,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00428,275603
2022-12-23,1142,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00429,276745
2022-12-24,1064,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00430,277809
2022-12-25,1076,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00431,278885
2022-12-26,849,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00432,279734
2022-12-27,769,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00433,280503
2022-12-28,703,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00434,281206
2022-12-29,1145,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00435,282351
2022-12-30,794,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00436,283145
2022-12-30,236,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00437,282909
2022-12-31,942,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00438,283851
2022-12-31,328,debit,Rent Payment,,Operating Expense,Checking Account,TX00439,283523
2023-01-01,1107,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00440,284630
2023-01-01,421,debit,Rent Payment,,Operating Expense,Checking Account,TX00441,284209
2023-01-02,919,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00442,285128
2023-01-03,1034,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00443,286162
2023-01-04,1068,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00444,287230
2023-01-05,1185,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00445,288415
2023-01-06,1140,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00446,289555
2023-01-07,902,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00447,290457
2023-01-08,1134,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00448,291591
2023-01-09,832,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00449,292423
2023-01-09,217,debit,Rent Payment,,Operating Expense,Checking Account,TX00450,292206
2023-01-10,974,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00451,293180
2023-01-10,119,debit,Bakery Payment,,COGS,Checking Account,TX00452,293061
2023-01-11,839,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00453,293900
2023-01-11,189,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00454,293711
2023-01-12,1081,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00455,294792
2023-01-12,455,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00456,294337
2023-01-13,1190,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00457,295527
2023-01-14,1089,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00458,296616
2023-01-15,709,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00459,297325
2023-01-16,837,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00460,298162
2023-01-17,712,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00461,298874
2023-01-18,783,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00462,299657
2023-01-19,800,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00463,300457
2023-01-19,364,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00464,300093
2023-01-20,1098,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00465,301191
2023-01-21,1118,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00466,302309
2023-01-22,1004,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00467,303313
2023-01-23,1143,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00468,304456
2023-01-24,1033,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00469,305489
2023-01-25,1158,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00470,306647
2023-01-26,775,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00471,307422
2023-01-27,700,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00472,308122
2023-01-28,1105,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00473,309227
2023-01-28,448,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00474,308779
2023-01-29,1060,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00475,309839
2023-01-30,1015,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00476,310854
2023-01-30,312,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00477,310542
2023-01-31,704,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00478,311246
2023-02-01,777,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00479,312023
2023-02-02,831,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00480,312854
2023-02-03,741,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00481,313595
2023-02-04,995,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00482,314590
2023-02-05,803,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00483,315393
2023-02-06,878,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00484,316271
2023-02-07,1052,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00485,317323
2023-02-08,842,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00486,318165
2023-02-09,844,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00487,319009
2023-02-10,1149,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00488,320158
2023-02-11,803,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00489,320961
2023-02-12,738,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00490,321699
2023-02-12,233,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00491,321466
2023-02-13,1090,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00492,322556
2023-02-14,741,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00493,323297
2023-02-14,114,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00494,323183
2023-02-15,988,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00495,324171
2023-02-16,930,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00496,325101
2023-02-17,856,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00497,325957
2023-02-17,196,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00498,325761
2023-02-18,1184,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00499,326945
2023-02-19,988,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00500,327933
2023-02-19,185,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00501,327748
2023-02-20,709,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00502,328457
2023-02-21,1029,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00503,329486
2023-02-22,993,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00504,330479
2023-02-23,1002,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00505,331481
2023-02-24,915,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00506,332396
2023-02-25,714,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00507,333110
2023-02-26,960,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00508,334070
2023-02-27,1023,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00509,335093
2023-02-28,829,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00510,335922
2023-02-28,214,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00511,335708
2023-03-01,691,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00512,336399
2023-03-02,682,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00513,337081
2023-03-03,410,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00514,337491
2023-03-04,759,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00515,338250
2023-03-05,599,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00516,338849
2023-03-06,745,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00517,339594
2023-03-07,795,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00518,340389
2023-03-08,503,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00519,340892
2023-03-09,510,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00520,341402
2023-03-10,570,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00521,341972
2023-03-11,755,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00522,342727
2023-03-12,532,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00523,343259
2023-03-13,727,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00524,343986
2023-03-14,491,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00525,344477
2023-03-15,792,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00526,345269
2023-03-16,428,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00527,345697
2023-03-16,396,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00528,345301
2023-03-17,656,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00529,345957
2023-03-17,445,debit,Rent Payment,,Operating Expense,Checking Account,TX00530,345512
2023-03-18,581,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00531,346093
2023-03-19,400,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00532,346493
2023-03-20,454,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00533,346947
2023-03-21,798,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00534,347745
2023-03-22,708,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00535,348453
2023-03-23,712,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00536,349165
2023-03-23,390,debit,Rent Payment,,Operating Expense,Checking Account,TX00537,348775
2023-03-24,424,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00538,349199
2023-03-25,693,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00539,349892
2023-03-26,609,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00540,350501
2023-03-27,746,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00541,351247
2023-03-28,763,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00542,352010
2023-03-29,581,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00543,352591
2023-03-29,279,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00544,352312
2023-03-30,743,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00545,353055
2023-03-31,684,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00546,353739
2023-04-01,549,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00547,354288
2023-04-02,769,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00548,355057
2023-04-03,736,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00549,355793
2023-04-04,576,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00550,356369
2023-04-05,741,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00551,357110
2023-04-05,288,debit,Bakery Payment,,COGS,Checking Account,TX00552,356822
2023-04-06,726,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00553,357548
2023-04-07,540,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00554,358088
2023-04-08,778,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00555,358866
2023-04-09,717,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00556,359583
2023-04-10,684,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00557,360267
2023-04-11,685,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00558,360952
2023-04-12,418,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00559,361370
2023-04-12,177,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00560,361193
2023-04-13,574,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00561,361767
2023-04-14,512,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00562,362279
2023-04-15,565,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00563,362844
2023-04-16,531,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00564,363375
2023-04-16,154,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00565,363221
2023-04-17,687,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00566,363908
2023-04-18,765,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00567,364673
2023-04-19,486,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00568,365159
2023-04-20,687,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00569,365846
2023-04-21,748,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00570,366594
2023-04-22,712,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00571,367306
2023-04-23,654,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00572,367960
2023-04-23,153,debit,Bakery Payment,,COGS,Checking Account,TX00573,367807
2023-04-24,638,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00574,368445
2023-04-25,450,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00575,368895
2023-04-26,663,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00576,369558
2023-04-26,195,debit,Utility Bill Payment,,Operating Expense,Checking Account,TX00577,369363
2023-04-27,799,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00578,370162
2023-04-28,564,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00579,370726
2023-04-28,497,debit,Coffee Supplier Payment,,COGS,Checking Account,TX00580,370229
2023-04-29,406,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00581,370635
2023-04-30,560,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00582,371195
2023-05-01,546,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00583,371741
2023-05-01,135,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00584,371606
2023-05-02,587,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00585,372193
2023-05-03,784,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00586,372977
2023-05-04,410,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00587,373387
2023-05-05,785,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00588,374172
2023-05-06,518,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00589,374690
2023-05-07,660,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00590,375350
2023-05-08,655,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00591,376005
2023-05-09,625,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00592,376630
2023-05-10,754,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00593,377384
2023-05-11,741,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00594,378125
2023-05-12,480,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00595,378605
2023-05-13,519,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00596,379124
2023-05-14,614,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00597,379738
2023-05-15,608,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00598,380346
2023-05-16,608,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00599,380954
2023-05-17,439,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00600,381393
2023-05-18,680,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00601,382073
2023-05-19,645,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00602,382718
2023-05-20,403,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00603,383121
2023-05-20,128,debit,Maintenance Payment,,Operating Expense,Checking Account,TX00604,382993
2023-05-21,497,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00605,383490
2023-05-22,474,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00606,383964
2023-05-23,527,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00607,384491
2023-05-23,455,debit,Bakery Payment,,COGS,Checking Account,TX00608,384036
2023-05-24,433,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00609,384469
2023-05-25,552,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00610,385021
2023-05-26,475,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00611,385496
2023-05-27,761,credit,Daily Sales Deposit,,Sales Revenue,Checking Account,TX00612,386257
2023-05-27,126,debit,Bakery Payment,,COGS,Checking Account,TX00613,386131
